order_item_id,shipping_limit_date,price,product_category_name_english
1,2018-04-29,69.9,39
1,2018-05-07,69.9,39
1,2018-03-16,69.9,39
1,2018-01-19,69.9,39
2,2018-01-19,69.9,39
1,2018-01-29,69.9,39
1,2017-11-24,75.0,39
2,2017-11-24,75.0,39
1,2017-12-22,75.0,39
2,2017-12-22,75.0,39
1,2018-02-02,69.9,39
1,2018-01-17,69.9,39
1,2017-12-08,75.0,39
1,2018-06-21,89.9,39
2,2018-06-21,89.9,39
1,2018-01-12,69.9,39
1,2018-01-15,69.9,39
1,2018-04-27,69.9,39
1,2018-01-09,75.0,39
1,2017-11-24,75.0,39
1,2018-01-12,69.9,39
1,2018-05-10,69.9,39
1,2018-01-19,69.9,39
1,2018-05-25,69.9,39
1,2018-01-24,69.9,39
1,2018-05-22,69.9,39
1,2018-03-14,69.9,39
1,2018-04-12,69.9,39
1,2018-04-05,69.9,39
1,2017-12-22,75.0,39
2,2017-12-22,75.0,39
2,2018-05-02,69.9,39
1,2018-03-05,69.9,39
1,2017-12-20,75.0,39
1,2017-12-15,75.0,39
2,2017-12-15,75.0,39
3,2017-12-15,75.0,39
1,2018-08-23,109.9,39
1,2018-01-30,69.9,39
1,2018-04-26,69.9,39
1,2018-01-23,69.9,39
1,2018-04-26,69.9,39
1,2018-04-11,69.9,39
1,2018-02-19,69.9,39
1,2018-05-22,69.9,39
1,2018-01-23,69.9,39
1,2018-01-12,69.9,39
1,2018-05-15,69.9,39
1,2017-12-21,75.0,39
1,2018-01-19,69.9,39
1,2018-01-11,69.9,39
1,2017-12-07,75.0,39
1,2017-10-16,75.0,39
1,2018-04-06,69.9,39
1,2018-04-27,69.9,39
1,2018-01-15,69.9,39
2,2018-01-15,69.9,39
1,2017-12-19,75.0,39
1,2018-05-15,69.9,39
2,2018-05-15,69.9,39
1,2018-03-09,69.9,39
1,2018-04-25,69.9,39
1,2018-04-25,69.9,39
1,2018-04-25,69.9,39
1,2018-04-25,69.9,39
1,2018-04-25,69.9,39
1,2018-04-25,69.9,39
1,2018-01-25,69.9,39
1,2018-01-16,69.9,39
2,2018-01-16,69.9,39
1,2018-03-13,69.9,39
1,2018-03-09,69.9,39
